CAMPUS,CD000AA11219R,CD000ABI1219R,CD000AR11219R,CD000AUS1219R,CD200AA11219R,CD200ABI1219R,CD200AR11219R,CD200AUS1219R,CD300AA11219R,CD300ABI1219R,CD300AR11219R,CD300AUS1219R,CD400AA11219R,CD400ABI1219R,CD400AR11219R,CD400AUS1219R,CDA00AA11219R,CDA00ABI1219R,CDA00AR11219R,CDA00AUS1219R,CDB00AA11219R,CDB00ABI1219R,CDB00AR11219R,CDB00AUS1219R,CDE00AA11219R,CDE00ABI1219R,CDE00AR11219R,CDE00AUS1219R,CDF00AA11219R,CDF00ABI1219R,CDF00AR11219R,CDF00AUS1219R,CDH00AA11219R,CDH00ABI1219R,CDH00AR11219R,CDH00AUS1219R,CDI00AA11219R,CDI00ABI1219R,CDI00AR11219R,CDI00AUS1219R,CDL00AA11219R,CDL00ABI1219R,CDL00AR11219R,CDL00AUS1219R,CDM00AA11219R,CDM00ABI1219R,CDM00AR11219R,CDM00AUS1219R,CDR00AA11219R,CDR00ABI1219R,CDR00AR11219R,CDR00AUS1219R,CDS00AA11219R,CDS00ABI1219R,CDS00AR11219R,CDS00AUS1219R,CDW00AA11219R,CDW00ABI1219R,CDW00AR11219R,CDW00AUS1219R,CNC00AA11219R,CNC00ABI1219R,CNC00AR11219R,CNC00AUS1219R,CNM00AA11219R,CNM00ABI1219R,CNM00AR11219R,CNM00AUS1219R,CNS00AA11219R,CNS00ABI1219R,CNS00AR11219R,CNS00AUS1219R
'003905101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'003905102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'003905103,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'003906001,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,42,27,32,79,.,.,.,.,37,14,33,60,53,20,32,73,-1,-1,-1,-1,.,.,.,.,.,.,.,.,31,33,32,85,23,5,21,60,0,0,0,40,43,26,29,78,46,32,31,82,29,13,33,73,-1,-1,-1,.
'003906101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'003907001,-1,17,20,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,57,59,45,73,83,-1,38,-1,51,49,41,66,70,61,52,61,60,52,41,70,.,-1,.,.,-1,-1,-1,.,45,57,38,85,45,37,33,52,21,33,10,29,55,62,46,75,59,60,45,72,48,54,41,75,-1,.,.,.
'003907004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,-1,.,.,.,.,.,.,.,-1
'003907041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,.,.,.,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,100,.,.,.,.,.,.,.,.,.,.,.,100,.,.,.,100,.,.,.,-1,.,.,.,.,.,.,.
'003907102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'004901001,80,14,9,50,-1,-1,-1,-1,100,50,33,-1,.,.,.,.,71,62,44,78,-1,-1,17,-1,68,55,37,71,79,67,59,72,64,51,34,78,-1,-1,-1,.,71,10,0,40,64,57,34,83,59,42,25,56,19,30,11,33,76,73,55,78,74,61,43,80,61,63,47,72,-1,-1,-1,-1
'004901041,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,100,.,.,.,.,.,.,.,100,.,.,.,100,.,.,.,100,.,.,.,.,.,.,.,.,.,.,.,100,.,.,.,-1,.,.,.,.,.,.,.,100,.,.,.,100,.,.,.,100,.,.,.,.,.,.,.
'004901101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'004901102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'004901103,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'005901001,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,58,56,68,59,-1,-1,-1,.,47,35,55,44,56,50,74,53,25,13,38,-1,.,.,.,.,.,.,.,.,59,59,65,67,11,5,26,38,13,0,0,-1,66,64,75,58,76,70,76,70,24,33,55,14,.,.,.,-1
'005901101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'005902001,-1,.,-1,.,-1,.,-1,-1,.,.,.,.,.,.,.,.,83,83,78,69,-1,.,-1,.,63,71,80,65,79,93,90,67,60,80,44,50,.,-1,-1,.,.,.,.,.,85,74,67,71,73,70,62,38,-1,44,-1,22,86,83,84,71,88,79,78,64,67,100,78,88,-1,.,-1,-1
'005902041,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,100,.,.,.,.,.,.,.,-1,.,.,.,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,.,.,-1,.,.,.,.,.,.,.,100,.,.,.,100,.,.,.,100,.,.,.,-1,.,.,.
'005902101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'005904001,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,72,68,58,68,.,.,.,.,67,60,56,55,70,50,69,78,67,63,36,56,-1,-1,-1,.,-1,-1,-1,-1,73,79,52,64,58,33,24,36,-1,-1,-1,-1,71,71,67,73,70,66,57,64,-1,-1,-1,-1,.,.,.,.
'005904041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'005904101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'006902001,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,67,81,46,90,.,.,.,-1,60,56,27,100,90,80,50,93,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,45,82,43,88,45,64,19,75,-1,-1,-1,-1,61,83,43,88,69,81,48,88,60,80,40,100,-1,-1,-1,-1
'006902101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'007901001,-1,-1,-1,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,33,66,54,66,.,.,.,.,30,63,54,60,50,72,75,67,32,63,53,63,.,.,.,.,-1,-1,-1,.,22,59,39,65,15,48,40,53,-1,-1,-1,36,-1,-1,-1,-1,40,63,56,69,11,80,44,50,.,.,.,-1
'007901003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'007901041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'007901101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'007902001,-1,-1,-1,-1,.,.,.,.,.,.,.,-1,.,.,.,.,52,63,49,81,.,-1,-1,-1,38,45,31,72,55,60,57,87,45,48,39,71,.,.,.,.,-1,-1,-1,-1,50,65,43,77,29,37,26,62,24,25,13,40,65,79,67,97,55,63,54,81,44,64,32,84,-1,-1,-1,-1
'007902005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'007902006,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'007902041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'007902101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'007904001,5,60,23,29,.,.,.,.,.,.,.,.,.,.,.,.,7,69,30,45,-1,-1,-1,-1,6,64,22,36,9,59,31,35,6,65,25,43,.,.,.,.,0,60,24,29,6,75,29,54,3,51,21,25,8,40,8,-1,13,85,47,64,6,70,28,45,11,65,35,48,-1,-1,-1,-1
'007904002,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'007904003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'007904041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,90,.,.,.,.,.,.,.,89,.,.,.,89,.,.,.,93,.,.,.,.,.,.,.,.,.,.,.,92,.,.,.,.,.,.,.,.,.,.,.,83,.,.,.,88,.,.,.,-1,.,.,.,.,.,.,.
'007904101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'007904103,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'007905001,58,41,20,75,-1,60,60,-1,.,.,.,-1,.,.,-1,.,64,50,40,70,-1,-1,-1,.,56,37,31,60,75,49,46,63,61,43,34,69,-1,-1,-1,-1,44,25,7,71,56,51,35,77,53,32,19,51,46,33,15,29,73,67,54,76,71,54,40,72,47,39,40,63,-1,-1,-1,-1
'007905004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'007905005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,.,-1,-1,-1,.,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,.,-1,-1,-1,-1,-1,.,.,.,.
'007905041,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,100,.,.,.,.,.,.,.,-1,.,.,.,100,.,.,.,100,.,.,.,.,.,.,.,.,.,.,.,100,.,.,.,-1,.,.,.,.,.,.,.,100,.,.,.,100,.,.,.,-1,.,.,.,-1,.,.,.
'007905103,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'007905105,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'007906001,20,25,18,0,-1,.,-1,.,.,-1,-1,.,.,.,.,.,32,42,33,39,.,.,-1,-1,33,36,27,33,46,48,42,48,34,41,32,33,.,.,.,.,14,20,13,0,22,36,27,29,27,23,22,15,13,13,7,36,20,44,39,67,33,47,37,36,29,26,22,43,-1,-1,-1,.
'007906003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'007906041,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,97,.,.,.,.,.,.,.,100,.,.,.,100,.,.,.,100,.,.,.,.,.,.,.,.,.,.,.,92,.,.,.,100,.,.,.,.,.,.,.,-1,.,.,.,96,.,.,.,100,.,.,.,.,.,.,.
'007906101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'007906102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'008901001,41,23,26,41,-1,60,60,-1,.,.,.,.,.,.,.,-1,43,56,52,64,17,13,29,23,39,37,40,52,53,63,67,66,51,42,44,61,.,.,.,.,31,12,10,11,35,48,39,63,30,28,25,32,17,19,13,20,46,72,62,70,44,55,51,69,42,57,57,35,-1,-1,-1,.
'008901041,-1,.,.,.,-1,.,.,.,-1,.,.,.,.,.,.,.,93,.,.,.,-1,.,.,.,100,.,.,.,100,.,.,.,100,.,.,.,.,.,.,.,.,.,.,.,88,.,.,.,-1,.,.,.,.,.,.,.,91,.,.,.,92,.,.,.,100,.,.,.,-1,.,.,.
'008901101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'008901102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'008901105,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'008902001,32,14,14,42,40,-1,25,-1,-1,-1,-1,100,.,.,.,.,47,66,46,69,57,42,19,43,42,43,33,57,59,77,54,69,47,48,42,66,.,.,.,-1,21,5,6,38,37,57,39,70,34,33,24,41,11,0,9,44,46,89,62,79,48,70,49,72,44,43,34,59,-1,-1,-1,-1
'008902041,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,96,.,.,.,-1,.,.,.,100,.,.,.,95,.,.,.,94,.,.,.,.,.,.,.,.,.,.,.,97,.,.,.,89,.,.,.,-1,.,.,.,97,.,.,.,98,.,.,.,86,.,.,.,.,.,.,.
'008902102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'008902104,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'008903001,86,20,25,57,.,.,.,.,.,.,.,-1,.,.,.,.,60,50,57,81,-1,-1,33,67,57,37,47,78,60,51,63,81,67,36,44,77,.,.,.,.,86,11,18,-1,59,48,51,81,43,11,15,43,33,0,0,-1,62,61,70,88,66,57,64,84,42,27,33,71,.,.,.,.
'008903041,-1,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,100,.,.,.,-1,.,.,.,100,.,.,.,100,.,.,.,100,.,.,.,.,.,.,.,-1,.,.,.,100,.,.,.,-1,.,.,.,.,.,.,.,100,.,.,.,100,.,.,.,-1,.,.,.,.,.,.,.
'008903102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'008903103,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'009901001,29,18,5,42,.,.,.,.,-1,-1,-1,.,.,.,.,.,54,47,33,66,-1,-1,-1,.,51,38,28,61,54,41,41,53,51,42,30,65,.,.,.,.,31,0,0,22,54,53,27,78,45,33,23,48,13,22,10,30,73,82,50,78,57,47,35,68,40,45,24,57,.,.,.,-1
'009901002,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,.,.,.,.
'009901041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'009901101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'009901103,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'010901001,.,.,.,-1,.,.,.,-1,.,.,.,.,.,.,.,.,14,52,42,84,.,.,.,.,14,47,53,83,20,72,56,89,33,-1,40,100,.,.,.,.,.,.,.,.,9,11,23,80,0,25,30,70,-1,-1,-1,-1,7,52,42,85,0,50,44,100,21,55,38,67,.,-1,-1,-1
'010902001,25,43,22,-1,-1,-1,-1,83,-1,-1,-1,-1,.,.,.,.,28,57,48,70,.,.,.,.,23,47,37,55,38,68,66,66,24,41,35,58,.,.,.,.,17,33,14,-1,21,48,37,73,2,17,14,43,8,18,11,22,31,65,55,78,28,59,50,74,29,52,44,57,33,63,63,-1
'010902041,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,89,.,.,.,.,.,.,.,91,.,.,.,90,.,.,.,100,.,.,.,.,.,.,.,.,.,.,.,88,.,.,.,-1,.,.,.,.,.,.,.,85,.,.,.,88,.,.,.,90,.,.,.,.,.,.,.
'010902101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'010902102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'011901001,10,18,18,50,25,56,33,92,.,-1,-1,-1,-1,-1,-1,-1,20,50,35,77,9,38,16,65,19,38,28,69,27,52,46,75,19,38,29,69,.,-1,-1,-1,6,11,5,45,14,47,26,78,13,32,19,62,5,13,2,36,26,72,50,85,18,51,36,79,24,47,33,70,-1,-1,38,43
'011901002,36,33,23,39,60,82,54,90,.,-1,-1,-1,.,.,.,.,33,45,33,65,57,73,80,67,32,41,29,59,43,48,37,57,31,40,28,58,.,.,.,.,25,16,10,32,25,44,30,72,30,36,23,53,21,13,7,29,39,65,51,89,32,47,34,67,36,41,30,57,38,63,20,57
'011901005,100,91,62,88,-1,-1,-1,.,.,-1,-1,-1,.,.,.,.,96,93,72,96,-1,-1,-1,-1,100,95,65,92,94,89,68,92,100,95,64,94,.,.,.,.,-1,60,-1,.,100,100,78,100,94,87,48,94,-1,-1,-1,-1,-1,87,88,100,94,96,67,95,100,87,87,100,.,.,.,-1
'011901022,17,11,0,0,-1,-1,.,.,.,.,.,.,.,.,.,.,7,20,7,25,.,.,.,-1,8,20,4,21,0,13,0,26,8,15,4,17,.,.,.,.,17,11,0,0,11,29,12,24,7,14,7,21,.,.,.,0,-1,-1,-1,50,0,11,13,29,20,33,0,21,.,.,.,.
'011901041,72,.,.,.,-1,.,.,.,-1,.,.,.,.,.,.,.,74,.,.,.,86,.,.,.,72,.,.,.,85,.,.,.,79,.,.,.,.,.,.,.,60,.,.,.,64,.,.,.,53,.,.,.,-1,.,.,.,68,.,.,.,74,.,.,.,75,.,.,.,-1,.,.,.
'011901101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'011901102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'011901103,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'011901104,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'011901106,59,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,70,.,.,.,-1,.,.,.,58,.,.,.,70,.,.,.,66,.,.,.,.,.,.,.,36,.,.,.,70,.,.,.,46,.,.,.,.,.,.,.,85,.,.,.,72,.,.,.,61,.,.,.,.,.,.,.
'011901107,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'011901108,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'011901109,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
